StoreNumber,StoreName,StreetAddress,City,State,Zip,Manager,FirstAssistant,AreaName,AreaNumber,RegionName,RegionNumber,OpenYear,OpenMonth,OpenDay,Latitude,Longitude,Picture,Manager_Picture,No_Teldir_Update,Picture_Coming_Soon
379,PORT TOWNSEND,2355 W Sims Way,Port Townsend,WA,98368,Lee Barlow,Travis Beck,Northwestern Washington,1,Northwestern Region,1,1995,11,1,48.1021571,-122.8034920,379 Port Townsend.jpg,,0,0
380,PORT ANGELES,2527 E Highway 101,Port Angeles,WA,98362,Randy Schroeder,Robert Evans,Northwestern Washington,1,Northwestern Region,1,1995,11,1,48.1051908,-123.3846946,380-Port-Angeles.jpg,,0,0
381,SEQUIM,802 E Washington St,Sequim,WA,98382,Ron Jones,Matt Shackelford,Northwestern Washington,1,Northwestern Region,1,1995,11,1,48.0790171,-123.0904595,381-Sequim.jpg,,0,0
382,CLARKSTON,1468 Bridge St,Clarkston,WA,99403,Gary Powell,Cory Walter,Eastern Washington,4,Northwestern Region,1,1996,7,1,46.4203318,-117.0660075,382-Clarkston.jpg,,0,0
383,SOUTHCENTER,6804 S 180th St,Tukwila,WA,98188,Dustin Stevens,William Sukert,Central Washington,3,Northwestern Region,1,1997,4,1,47.4418053,-122.2493980,383-Southcenter.jpg,,0,0
384,ENUMCLAW,649 Griffin Ave,Enumclaw,WA,98022,Dan Hall,Joshua Gannon,Central Washington,3,Northwestern Region,1,1996,9,1,47.2015695,-121.9845442,384-Enumclaw.jpg,,0,0
385,EVERETT,9736 Evergreen Way,Everett,WA,98204,Brian Paslay,Jon Strande,Northwestern Washington,1,Northwestern Region,1,1997,7,1,47.9095539,-122.2410204,385-Everett.jpg,,0,0
386,COVINGTON,17235 SE 272nd St,Covington,WA,98042,Don Rogers,Kenny Armstrong,Central Washington,3,Northwestern Region,1,1996,6,1,47.3574744,-122.1114483,386-Covington.jpg,,0,0
387,SPOKANE U-CITY,10312 E Sprague Ave,Spokane,WA,99206,Shane Anderson,Josh Gaylor,Eastern Washington,4,Northwestern Region,1,1997,5,1,47.6570470,-117.2664280,387 Spokane U-City.jpg,,0,0
388,SPOKANE FRANCIS,1120 W Francis Ave,Spokane,WA,99205,Curtis Graham,Kraig King,Eastern Washington,4,Northwestern Region,1,1997,9,1,47.7156914,-117.4279364,388-Spokane-Francis.jpg,,0,0
389,RICHLAND COLUMBIA CT,1550 Tapteal Dr,Richland,WA,99352,Bart Hill,Tyler Evans,Eastern Washington,4,Northwestern Region,1,1999,1,1,46.2308544,-119.2253172,389-Richland-Columbia-Ct.jpg,,0,0
390,AURORA NORTH 125TH,12215 Aurora Ave N,Seattle,WA,98133,Brad Miller,Brian Downing,Northwestern Washington,1,Northwestern Region,1,1999,2,1,47.7183924,-122.3455428,390 Aurora N.jpg,,0,0
391,BONNEY LAKE,9911 214th Ave E,Bonney Lake,WA,98391,James Greenfield,David Biggs,Central Washington,3,Northwestern Region,1,1999,2,1,47.1665048,-122.1434934,391-Bioney-Lake.jpg,,0,0
392,FERNDALE,1731 Labounty Dr,Ferndale,WA,98248,Les Pilon,Justin Plowman,Northwestern Washington,1,Northwestern Region,1,1999,6,22,48.8440517,-122.5752488,392 Ferndale.jpg,,0,0
393,ORCHARDS,11804 NE 78th Way,Vancouver,WA,98682,Kelly Porter,Seth Berman,Southwestern Washington,2,Northwestern Region,1,1999,8,23,45.6794269,-122.5517450,393-Orchards.jpg,,0,0
394,REDMOND,6651 E Lake Sammamish Pkw,Redmond,WA,98052,Jim Simon,Joe Sanino,Central Washington,3,Northwestern Region,1,2000,10,25,47.6653730,-122.1007928,394-Redmond.jpg,,0,0
395,MURPHY'S CORNER,13223 Bothell Everett Hwy,Mill Creek,WA,98012,Gary Foglesong,Rob Geenen,Central Washington,3,Northwestern Region,1,2000,12,27,47.8771131,-122.2085067,395-Murphys Corner.jpg,,0,0
396,LAKE CITY WAY,9801 Lake City Way NE,Seattle,WA,98115,Randy Friedemann,John Bridges,Central Washington,3,Northwestern Region,1,2001,3,2,47.7005843,-122.3037662,396-Lake-City-Way.jpg,,0,0
397,AUBURN WAY NORTH,2604 Auburn Way N,Auburn,WA,98002,Joe Tanner,Will Rogers,Central Washington,3,Northwestern Region,1,2001,9,20,47.3305943,-122.2208372,397-Auburn-Way-N.jpg,,0,0
398,MAPLE VALLEY,27215 Black Diamond Rd SE,Maple Valley,WA,98038,James Smith,Mike Marler,Central Washington,3,Northwestern Region,1,2002,2,20,47.3575819,-122.0207180,398-Maple-Valley.jpg,,0,0
399,GIG HARBOR,5353 33rd Ave NW,Gig Harbor,WA,98335,Brett Miller,Jay Rentie,Southwestern Washington,2,Northwestern Region,1,2001,11,1,47.3070279,-122.5827338,399-Gig-Harbor.jpg,,0,0
128,KUNA,975 E Avalon St,Kuna,ID,83634,Steve Lovelace,Valentino Laniohan,Southern Idaho,10,Eastern Region,3,2010,10,21,43.4878195,-116.4020574,128 Kuna.jpg,,0,0
423,YELM,811 E Yelm Ave,Yelm,WA,98597,Dave Sias,David Andrade,Southwestern Washington,2,Northwestern Region,1,2010,11,11,46.9360593,-122.5968699,423 Yelm.jpg,,0,0
678,DIXON,1920 N 1st St,Dixon,CA,95620,Tim Rowland,Josh Pacheco,Northwestern California,12,Southern Region,4,2010,11,8,38.4650174,-121.8214639,678 Dixon.jpg,,0,0
096,LEWISTON ORCHARDS,251 Thain Rd,Lewiston,ID,83501,Randy Tipton,Nick Mason,Northern Idaho/Montana,9,Eastern Region,3,2010,12,22,46.3847624,-116.9811979,096 Lewiston.jpg,,0,0
422,MUKILTEO,11500 Mukilteo Speedway,Mukilteo,WA,98275,Jeff Coville,Cody Robertson,Northwestern Washington,1,Northwestern Region,1,2011,1,5,47.8939138,-122.2884990,422 Mukilteo.jpg,,0,0
424,COLLEGE PLACE,1735 SE Meadowbrook Blvd,College Place,WA,99324,Matt Harris,Brandon Kaup,Eastern Washington,4,Northwestern Region,1,2010,12,1,46.0333165,-118.3790105,424 College Place.jpg,,0,0
425,WEST SEATTLE,3801 SW Alaska St,Seattle,WA,98126,Paul Howell,Mike Nestor,Northwestern Washington,1,Northwestern Region,1,2011,10,18,47.5608241,-122.3804943,425 West Seattle.jpg,,0,0
9,REDMOND,845 NW 6th St,Redmond,OR,97756,Andy Spencer,Ty Sears,Eastern Oregon,8,Central Region,2,1953,10,1,44.2841219,-121.1748423,009 Redmond.jpg,,0,0
11,PRINEVILLE,1250 NE 3rd St,Prineville,OR,97754,Spencer Brown,Jerry Ramos,Eastern Oregon,8,Central Region,2,1952,1,1,44.3024079,-120.8327532,011 Prineville.jpg,,0,0
12,BEND,105 NE Franklin Ave,Bend,OR,97701,Bruce Soderlund,Jason Sparks,Eastern Oregon,8,Central Region,2,1955,5,1,44.0554081,-121.3055505,012-Bend.jpg,,0,0
13,MADRAS,28 NE Plum St,Madras,OR,97741,Ron Hollingshead,Patrick Gibson,Eastern Oregon,8,Central Region,2,1956,10,1,44.6428273,-121.1286862,013-Madras.jpg,,0,0
14,JOHN DAY,551 W Main St,John Day,OR,97845,Cork Humphrey,Clint Benge,Eastern Oregon,8,Central Region,2,1957,5,1,44.4199581,-118.9591880,014 John Day.jpg,,0,0
15,HOOD RIVER,3140 Cascade Ave,Hood River,OR,97031,Mark Russell,Kean Dayley,Eastern Oregon,8,Central Region,2,1960,4,1,45.7112778,-121.5437372,015 Hood River.jpg,,0,0
16,THE DALLES,2645 E 2nd St,The Dalles,OR,97058,Chaylan Maxwell,Marshall Thompson,Eastern Oregon,8,Central Region,2,1960,10,1,45.5970853,-121.1496175,,,0,1
17,KLAMATH FALLS,5757 S 6th St,Klamath Falls,OR,97603,Paul Joyner,Gabe Groves,Southwestern Oregon,7,Central Region,2,1963,11,1,42.2071921,-121.7181938,017-K-Falls.jpg,,0,0
18,HERMISTON,830 N 1st St,Hermiston,OR,97838,Gary Kennedy,David Shockman,Eastern Oregon,8,Central Region,2,1964,7,1,45.8462591,-119.2892674,018-Hermiston.jpg,,0,0
19,LEBANON,2275 S Santiam Hwy,Lebanon,OR,97355,Jeremy Hansen,Brandon Collins,Western Oregon,6,Central Region,2,1966,3,1,44.5240740,-122.9070500,019 Lebanon_new store.jpg,,0,0
20,BURNS,179 Hines Blvd,Burns,OR,97720,Scott Tiller,Solomon Till,Eastern Oregon,8,Central Region,2,1996,2,1,43.5848627,-119.0630803,020-Burns.jpg,,0,0
21,SWEET HOME,1707 Main St,Sweet Home,OR,97386,Adam Sherry,Eric Mauer,Western Oregon,6,Central Region,2,1967,1,1,44.3985686,-122.7237683,021 Sweet Home.jpg,,0,0
23,ALBANY,2875 Santiam Hwy SE,Albany,OR,97322,Joe Leblanc,Alan Bakkala,Western Oregon,6,Central Region,2,1968,6,1,44.6311435,-123.0693957,023-Albany.jpg,LeBlanc.jpg,0,0
24,MILTON-FREEWATER,609 E Broadway Ave,Milton Freewater,OR,97862,Aaron Moore,Anastacio Delacruz,Eastern Oregon,8,Central Region,2,1968,12,1,45.9374026,-118.3900072,024 Milton Freewater.jpg,,0,0
25,ONTARIO,511 E Idaho Ave,Ontario,OR,97914,Dave Jensen,Chad Tillett,Eastern Oregon,8,Central Region,2,1969,1,1,44.0258675,-116.9549737,025-Ontario.jpg,,0,0
26,LAKEVIEW,422 N F St,Lakeview,OR,97630,Kerry Rucker,Vince Stanton,Southwestern Oregon,7,Central Region,2,1969,1,3,42.1931074,-120.3455280,026 Lakeview.jpg,,0,0
27,SPRINGFIELD,3294 Main St,Springfield,OR,97478,Kory Stribling,Arik Moore,Southwestern Oregon,7,Central Region,2,1969,6,30,44.0463371,-122.9802885,027 Springfield.jpg,,0,0
28,PENDLETON,1550 Southgate Pl,Pendleton,OR,97801,Loren Finifrock,Steve Mccambridge,Eastern Oregon,8,Central Region,2,1970,4,1,45.6507468,-118.8150921,028 Pendleton_Retake.jpg,,0,0
29,CORVALLIS,2119 NW 9th St,Corvallis,OR,97330,Craig Hendrickson,Travis (T.J.) Bowers,Western Oregon,6,Central Region,2,1970,6,26,44.5895918,-123.2537046,029 Corvallis.jpg,,0,0
30,EUGENE,2295 W 11th Ave,Eugene,OR,97402,Steve Smith,Cody Lewellen,Southwestern Oregon,7,Central Region,2,1970,1,26,44.0484431,-123.1269568,030 Eugene.jpg,Smith.jpg,0,0
31,MEDFORD,500 Matt Loop,Medford,OR,97501,Trent Miller,Dustin Conrad,Southwestern Oregon,7,Central Region,2,1971,1,24,42.2977137,-122.8441697,031 Medford.jpg,,0,0
32,LA GRANDE,2306 Adams Ave,La Grande,OR,97850,Jake Tussey,Arnie Peasley,Eastern Oregon,8,Central Region,2,1971,4,1,45.3184527,-118.0758845,032 La Grande.jpg,,0,0
33,GRANTS PASS,1694 NW 6th St,Grants Pass,OR,97526,Matt Thurman,Daniel Blanco,Southwestern Oregon,7,Central Region,2,1972,8,1,42.4578231,-123.3232127,033-Grants-Pass.jpg,,0,0
34,SALEM,1710 Lancaster Dr NE,Salem,OR,97305,Brian Burnside,Nolan Mydske,Western Oregon,6,Central Region,2,1972,3,1,44.9505030,-122.9829870,034-Salem.jpg,,0,0
426,WOODLAND,1495 Dike Access Rd,Woodland,WA,98674,Brien Rose,Eric Navarro,Southwestern Washington,2,Northwestern Region,1,2011,11,8,45.9265966,-122.7618097,426 Woodland.jpg,,0,0
37,MILWAUKIE,16685 SE McLoughlin Blvd,Milwaukie,OR,97267,George Thomas,Jeff Lowen,Northwestern Oregon,5,Central Region,2,1982,5,1,45.4026400,-122.6224130,037 Milwaukie.jpg,,0,0
38,MEDFORD CENTRAL,701 N Central Ave,Medford,OR,97501,Jake Nash,Eric Burkinshaw,Southwestern Oregon,7,Central Region,2,1986,8,1,42.3319129,-122.8777590,038 Medford Central.jpg,,0,0
400,SMOKEY POINT,16607 Smokey Point Blvd,Arlington,WA,98223,Jeff Clark,William Benner,Northwestern Washington,1,Northwestern Region,1,2001,10,1,48.1477352,-122.1824792,400-Smokey-Point.jpg,,0,0
401,PUYALLUP SOUTH HILL MALL,213 43rd Ave SE,Puyallup,WA,98374,Randy Murray,Jonathan Hays,Southwestern Washington,2,Northwestern Region,1,2003,1,2,47.1514640,-122.2913180,401-Puyallup-S-Hiill-Mall.jpg,,0,0
402,LAKE STEVENS,923 Vernon Rd,Lake Stevens,WA,98258,Andy Winters,Steven Jenkins,Northwestern Washington,1,Northwestern Region,1,2002,11,4,48.0054117,-122.1055357,402-Lake Stevens.jpg,,0,0
403,PUYALLUP 176TH,10115 171st Street Ct E,Puyallup,WA,98375,Matt Dowdy,Jason Hale,Southwestern Washington,2,Northwestern Region,1,2003,9,16,47.1015116,-122.2943389,403-Puyallup.jpg,,0,0
404,KENT NORTH,22101 84th Ave S,Kent,WA,98032,Randy Schoeneman,David Pruett,Central Washington,3,Northwestern Region,1,2003,8,5,47.4036475,-122.2291729,404 Kent North.jpg,,0,0
405,BREMERTON AUTO CENTER WAY,240 Bruenn Ave,Bremerton,WA,98312,Zack Zacharias,Jerome Lang,Northwestern Washington,1,Northwestern Region,1,2007,1,2,47.5653002,-122.6836271,405-Bremerton.jpg,,0,0
406,POULSBO,424 NW Edvard St,Poulsbo,WA,98370,Brett Clark,Jim Rosebrook,Northwestern Washington,1,Northwestern Region,1,2007,1,2,47.7441514,-122.6550894,406-Poulsbo.jpg,,0,0
407,PORT ORCHARD,1891 SE Sedgwick Rd,Port Orchard,WA,98366,Scott Kelly,Tyler Stiltner,Northwestern Washington,1,Northwestern Region,1,2007,1,2,47.5049199,-122.6306858,407 Port Orchard.jpg,,0,0
408,BREMERTON EAST SIDE,7194 State Highway 303 NE,Bremerton,WA,98311,Randy Hartmann,John Tarble,Northwestern Washington,1,Northwestern Region,1,2007,1,2,47.6281840,-122.6281055,408-Bremerton-East.jpg,,0,0
409,BELFAIR,23090 NE State Route 3,Belfair,WA,98528,Dan Freeman,Matt Simonson,Northwestern Washington,1,Northwestern Region,1,2007,1,2,47.4415438,-122.8327205,409 Belfair.jpg,,0,0
265,SCAPPOOSE,51531 SE 2nd St,Scappoose,OR,97056,Justin Bush,Jason Tharp,Northwestern Oregon,5,Central Region,2,2011,11,15,45.7425720,-122.8758897,265 Scappoose.jpg,,0,0
501,CENTERVILLE,285 S Frontage Rd,Centerville,UT,84014,Jason Johnson,Jeremy Higgins,Utah,11,Eastern Region,3,2001,11,2,40.9143842,-111.8898595,501 Centerville.jpg,,0,0
502,BOUNTIFUL,2651 S Main St,Woods Cross,UT,84010,Jered Sweeter,Josiah Erdmanczyk,Utah,11,Eastern Region,3,2002,3,1,40.8613244,-111.8965248,502 Bountiful.jpg,,0,0
503,SALT LAKE CITY,2105 S Redwood Rd,Salt Lake City,UT,84119,Steve Boekholder,Nicholas Demas,Utah,11,Eastern Region,3,2002,10,4,40.7253390,-111.9381350,503-Salt-Lake.jpg,,0,0
504,OGDEN,268 W 12th St,Ogden,UT,84404,Mike Mccarty,James Plows,Utah,11,Eastern Region,3,2002,10,17,41.2451217,-111.9822378,504-Ogden.jpg,,0,0
505,MIDVALE,144 W 7200 S,Midvale,UT,84047,Juergen Trinkaus,Michael Harlan,Utah,11,Eastern Region,3,2003,4,25,40.620730,-111.895627,505-Midvale.jpg,,0,0
506,MURRAY,4355 S State St,Murray,UT,84107,Matt Laduke,Kyle Good,Utah,11,Eastern Region,3,2003,7,9,40.6767487,-111.8874316,506 Murray.jpg,,0,0
507,PROVO,965 S University Ave,Provo,UT,84601,John Freeman,Jason Mcclure,Utah,11,Eastern Region,3,2003,7,23,40.2212942,-111.6571639,507-Provo.jpg,,0,0
508,LINDON,589 Lindon Park Dr,Lindon,UT,84042,Garth Phillips,Caleb Greenwood,Utah,11,Eastern Region,3,2003,8,26,40.3268853,-111.7288660,508-Lindon.jpg,,0,0
509,LOGAN NORTH,1986 N Main St,North Logan,UT,84341,Bryan Johnson,,Utah,11,Eastern Region,3,2003,9,18,41.7684607,-111.8335973,509-Logan.jpg,,0,0
510,WEST VALLEY CITY,3751 W 3500 S,West Valley City,UT,84120,Darren Holcomb,Casey Stuck,Utah,11,Eastern Region,3,2003,11,1,40.696453,-111.982282,510-West-Valley-City.jpg,,0,0
511,TAYLORSVILLE,3235 W 5400 S,Taylorsville,UT,84129,Jared Willingham,David Gonzalez,Utah,11,Eastern Region,3,2003,12,22,40.652953,-111.968560,511 Taylorsville.jpg,,0,0
512,BRIGHAM CITY,885 S Main St,Brigham City,UT,84302,Kevin Blaylock,Cameron Widner,Utah,11,Eastern Region,3,2003,11,12,41.4930023,-112.0152052,512-Brigham.jpg,,0,0
513,HOLLADAY,4011 S Highland Dr,Holladay,UT,84124,Juan Ramirez,Andrew Zinn,Utah,11,Eastern Region,3,2004,5,6,40.6847190,-111.8437800,513-Holladay.jpg,,0,0
514,TOOELE,1162 N Main St,Tooele,UT,84074,Wade Gipson,Justin Lewis,Utah,11,Eastern Region,3,2004,5,26,40.5541560,-112.2970263,514-Tooele.jpg,,0,0
515,JORDAN SOUTH,10532 S Redwood Rd,South Jordan,UT,84095,Matt Campbell,Sean Gow,Utah,11,Eastern Region,3,2004,9,2,40.5600663,-111.9395039,515-Jordan-South.jpg,,0,0
516,HEBER CITY,1160 S Main St,Heber City,UT,84032,Jeremy Kaufman,Scott Hays,Utah,11,Eastern Region,3,2004,11,3,40.4930053,-111.4143641,516-Heber-City.jpg,,0,0
427,EDGEWOOD,1283 Meridian Ave E,Edgewood,WA,98371,Zak Knight,Chris Hague,Southwestern Washington,2,Northwestern Region,1,2011,12,19,47.2457199,-122.2935110,427 Edgewood.jpg,,0,0
518,DRAPER,653 E 12300 S,Draper,UT,84020,Dave Lambert,Adam Garton,Utah,11,Eastern Region,3,2005,2,7,40.527088,-111.872934,518 Draper.jpg,,0,0
519,LAYTON,1270 N Main St,Layton,UT,84041,Shane Doughten,Kent Bird,Utah,11,Eastern Region,3,2005,7,21,41.0785580,-111.9854486,519-Layton.jpg,,0,0
520,OGDEN SOUTH,5985 Fashion Point Dr,South Ogden,UT,84403,Chuck Paxton,Ryan Sorenson,Utah,11,Eastern Region,3,2005,7,7,41.1540102,-111.9376055,520 Ogden.jpg,,0,0
521,RIVERDALE,627 W Riverdale Rd,Riverdale,UT,84405,Stu Amrhein,Jeffrey Johnson,Utah,11,Eastern Region,3,2005,11,15,41.1795359,-111.9947080,521-Riverside.jpg,,0,0
522,AMERICAN FORK,485 N 900 W,American Fork,UT,84003,Nathan Martin,Dustin Stearns,Utah,11,Eastern Region,3,2006,4,13,40.386601,-111.822121,522-American-Fork.jpg,,0,0
524,ROY,5832 S 1900 W,Roy,UT,84067,Bill Russell,Jay Bowcutt,Utah,11,Eastern Region,3,2006,5,8,41.157390,-112.025846,524-Roy.jpg,,0,0
525,KAYSVILLE,251 N 400 W,Kaysville,UT,84037,Josh Castor,Macario Estrada,Utah,11,Eastern Region,3,2006,3,15,41.038760,-111.946320,525-Kaysville.jpg,,0,0
601,ANDERSON,2630 Balls Ferry Rd,Anderson,CA,96007,J.B. O'neal,Mike Fabela,Northwestern California,12,Southern Region,4,1989,10,1,40.4545992,-122.2890449,601-Anderson.jpg,,0,0
602,REDDING,1201 Hilltop Dr,Redding,CA,96003,Josh Corona,Brady Cox,Northwestern California,12,Southern Region,4,1989,10,1,40.5905018,-122.3575400,602-Redding.jpg,,0,0
603,RED BLUFF,522 Antelope Blvd,Red Bluff,CA,96080,Chris Dowdy,Jason Peel,Northwestern California,12,Southern Region,4,1990,5,1,40.1865049,-122.2082953,603 Red Bluff.jpg,,0,0
604,SUSANVILLE,2385 Main St,Susanville,CA,96130,Scott Purdy,Darell Schwartz,Northeastern Calif/Nevada,13,Southern Region,4,1990,11,1,40.4138060,-120.6408980,604 Susanville.jpg,,0,0
605,ALTURAS,1201 Spruce St,Alturas,CA,96101,Randy Guyer,David Wheeler,Northeastern Calif/Nevada,13,Southern Region,4,1991,11,1,41.4950957,-120.5471677,605-Alturas.jpg,,0,0
606,CHICO,2420 Notre Dame Blvd,Chico,CA,95928,Rick Dollarhide,Monte Brown,Northwestern California,12,Southern Region,4,1992,5,1,39.7175034,-121.7958359,606 Chico.jpg,,0,0
607,PARADISE,6308 Skyway,Paradise,CA,95969,Dave Colwell,Mike Raker,Northwestern California,12,Southern Region,4,1992,10,1,39.7570902,-121.6249378,607-Paradise.jpg,,0,0
608,OROVILLE,2103 Lincoln St,Oroville,CA,95966,Joey Conway,Josh Hogue,Northeastern Calif/Nevada,13,Southern Region,4,1993,7,1,39.5073619,-121.5529531,608-Oroville.jpg,,0,0
609,EUREKA,2440 Broadway,Eureka,CA,95501,Marty Wilder,Adam Gray,Northwestern California,12,Southern Region,4,1993,9,1,40.7856083,-124.1824130,609-Eureka.jpg,,0,0
610,BURNEY,37462 Main St,Burney,CA,96013,David Barry,Daryl Aberle,Northwestern California,12,Southern Region,4,1993,5,1,40.8897233,-121.6535463,610 Burney.jpg,,0,0
611,CORNING,1436 Solano St,Corning,CA,96021,Seth Carter,Chris Hoag,Northwestern California,12,Southern Region,4,1993,8,1,39.9282199,-122.1848797,611-Corning.jpg,,0,0
612,ORLAND,1306 6th St,Orland,CA,95963,Darin Burks,Kelcey Derrick,Northwestern California,12,Southern Region,4,1993,8,1,39.7398968,-122.1976166,612-Orland.jpg,,0,0
613,REDDING SOUTH,3161 S Market St,Redding,CA,96001,Nathan Wright,Korey Knable,Northwestern California,12,Southern Region,4,1995,3,1,40.5670777,-122.3871647,613-Redding-S.jpg,Lee.jpg,0,0
614,YUBA CITY,1481 Bridge St,Yuba City,CA,95993,"Tim Rowland, Jr.",Jason Totten,Northeastern Calif/Nevada,13,Southern Region,4,1996,2,1,39.1330902,-121.6383444,614-Yuba-City.jpg,,0,0
615,FORTUNA,275 N Fortuna Blvd,Fortuna,CA,95540,Bart Edwards,Tanner Martin,Northwestern California,12,Southern Region,4,1996,1,1,40.5936836,-124.1460778,615-Fortuna.jpg,,0,0
616,MCKINLEYVILLE,2210 Central Ave,Mckinleyville,CA,95519,Pat Sheehy,Bill Page,Northwestern California,12,Southern Region,4,1996,8,1,40.9456293,-124.1017114,616-McKinleyville.jpg,,0,0
617,GRIDLEY,1742 State Highway 99,Gridley,CA,95948,Shon Cook,Christopher Lumsden,Northeastern Calif/Nevada,13,Southern Region,4,1997,9,1,39.3685506,-121.6873480,617-Gridley.jpg,,0,0
618,LINDA,5998 Lindhurst Ave,Marysville,CA,95901,Tom Altorfer,Ryan Foster,Northeastern Calif/Nevada,13,Southern Region,4,1997,10,1,39.1237039,-121.5700282,618-Linda.jpg,,0,0
619,CHICO EAST AVE,201 W East Ave,Chico,CA,95926,Rob Robertson,Jason Mixer,Northwestern California,12,Southern Region,4,1998,6,1,39.7557869,-121.8619762,619 Chico East.jpg,,0,0
620,WOODLAND,65 W Main St,Woodland,CA,95695,Scott Lawrence,Clint Liddicote,Northwestern California,12,Southern Region,4,1998,10,1,38.6769597,-121.7867673,620-Woodland.jpg,,0,0
621,COLUSA,1108 Market St,Colusa,CA,95932,Chris Kiever,Justin Havens,Northeastern Calif/Nevada,13,Southern Region,4,1998,6,1,39.2163738,-122.0166190,621-Colusa.jpg,,0,0
622,CRESCENT CITY,1105 Northcrest Dr,Crescent City,CA,95531,Jeremiah Covington,Chase Guerlain,Northwestern California,12,Southern Region,4,1999,1,1,41.7666315,-124.1978304,622-Crescent-City.jpg,,0,0
623,FAIRFIELD,2160 N Texas St,Fairfield,CA,94533,Steve Liebentritt,Michael Nation,Northwestern California,12,Southern Region,4,1999,11,1,38.2678579,-122.0334331,623-Fairfield.jpg,,0,0
624,ROHNERT PARK,5353 Redwood Dr,Rohnert Park,CA,94928,Manny Castrellon,Shawn Miller,Northwestern California,12,Southern Region,4,2000,4,1,38.3583420,-122.7141330,624-Sacramento-Madison.jpg,,0,0
625,SACRAMENTO MADISON AVE,4746 Madison Ave,Sacramento,CA,95841,Nicholas Kilwien,David Goodwin,Northeastern Calif/Nevada,13,Southern Region,4,2000,5,15,38.6602555,-121.3531486,625 Sacramento Madison.jpg,,0,0
626,SACRAMENTO BRADSHAW,3606 Bradshaw Rd,Sacramento,CA,95827,Bill Tester,Michael Smith,Central California,14,Southern Region,4,2000,12,18,38.5559443,-121.3369546,626 Sac Bradshaw.jpg,,0,0
627,SACRAMENTO CITRUS HEIGHTS,8124 Auburn Blvd,Citrus Heights,CA,95610,Scott Martin,Chad Grigsby,Northeastern Calif/Nevada,13,Southern Region,4,2000,8,9,38.7137093,-121.2898576,627-Citrus-Heights.jpg,,0,0
628,GRASS VALLEY,570 Freeman Ln,Grass Valley,CA,95949,Bryan Weast,Luis Trejo,Northeastern Calif/Nevada,13,Southern Region,4,2001,3,5,39.2050407,-121.0665520,628 Grass Valley.jpg,,0,0
629,FOLSOM,750 E Bidwell St,Folsom,CA,95630,Neal Koepke,Brian Padilla,Central California,14,Southern Region,4,2001,2,14,38.6715474,-121.1585857,629-Folsom.jpg,Koepke.jpg,0,0
630,ELK GROVE,8410 Elk Grove Blvd,Elk Grove,CA,95758,Mike Busse,Steven Rayburn,Central California,14,Southern Region,4,2001,5,1,38.4084427,-121.3941758,630 Elk Grove.jpg,,0,0
631,VACAVILLE,801 Mason St,Vacaville,CA,95688,James Dempsay,Brandon Green,Northwestern California,12,Southern Region,4,2001,4,2,38.3556117,-121.9823239,631-Vacaville.jpg,,0,0
632,RANCHO CORDOVA,2838 Sunrise Blvd,Rancho Cordova,CA,95742,Mitch Harrison,Eric Lustig,Central California,14,Southern Region,4,2001,4,10,38.6000434,-121.2666036,632-Rancho-Cordova.jpg,,0,0
633,SACRAMENTO ORANGEVALE,9465 Madison Ave,Orangevale,CA,95662,Douglas Nunn,Chris Munoz,Central California,14,Southern Region,4,2001,6,22,38.6750498,-121.2003584,633-Sacramento.jpg,,0,0
